Time Frame,Date,Ta (C),Tm (C),I3 (W/m2),I15 (W/m2),P (kW)
7,10/26/12 7:56 AM,15.33,14.45,396.56,493.79,347.84
8,10/26/12 8:56 AM,19.28,24.21,370.17,426.44,322.75
9,10/26/12 9:56 AM,22.7,33.41,215.18,235.9,183.55
10,10/26/12 10:56 AM,23.39,34.48,90.62,91.37,71.27
11,10/26/12 11:56 AM,24.5,36.79,25.8,30.51,20.51
12,10/26/12 12:56 PM,24.59,35.68,0.0,0.0,0.0
13,10/26/12 1:56 PM,24.55,32.96,0.0,0.0,0.0
14,10/26/12 2:56 PM,23.72,29.33,0.0,0.0,0.0
15,10/26/12 3:56 PM,22.46,23.31,0.0,0.0,0.0
16,10/26/12 4:56 PM,21.2,19.78,0.0,0.0,0.0
17,10/26/12 5:56 PM,19.39,16.05,0.0,0.0,0.0
18,10/26/12 6:56 PM,18.56,15.11,0.0,0.0,0.0
19,10/26/12 7:56 PM,18.05,14.6,7.68,8.34,4.04
20,10/26/12 8:56 PM,17.98,14.82,85.98,96.47,68.8
21,10/26/12 9:46 PM,18.06,15.1,319.25,351.34,258.82
22,10/26/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
23,10/26/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
24,10/26/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
1,10/26/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
2,10/26/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
3,10/26/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
4,10/27/12 4:56 AM,20.62,19.07,395.99,501.46,363.7
5,10/27/12 5:56 AM,21.29,20.09,508.0,601.24,457.05
6,10/27/12 6:56 AM,21.44,20.42,156.65,167.85,142.87
7,10/27/12 7:56 AM,22.36,23.36,20.2,23.66,16.9
8,10/27/12 8:56 AM,24.24,29.61,350.25,434.93,328.71
9,10/27/12 9:56 AM,24.75,32.59,147.23,160.61,129.26
10,10/27/12 10:56 AM,25.77,36.58,94.96,96.54,78.54
11,10/27/12 11:56 AM,24.26,27.69,21.49,22.23,16.28
12,10/27/12 12:56 PM,20.3,20.31,0.0,0.0,0.0
13,10/27/12 1:56 PM,18.45,24.68,0.0,0.0,0.0
14,10/27/12 2:56 PM,21.33,26.99,0.0,0.0,0.0
15,10/27/12 3:56 PM,23.25,24.32,0.0,0.0,0.0
16,10/27/12 4:56 PM,22.91,22.31,0.0,0.0,0.0
17,10/27/12 5:56 PM,22.84,21.75,0.0,0.0,0.0
18,10/27/12 6:46 PM,23.04,22.3,0.0,0.0,0.0
19,10/27/12 7:58 PM,22.8,21.47,1.1,1.48,0.57
20,10/27/12 8:58 PM,22.78,21.18,231.14,196.53,206.92
21,10/27/12 9:48 PM,22.71,21.22,398.81,444.06,329.88
22,10/27/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
23,10/27/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
24,10/27/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
1,10/27/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
2,10/27/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
3,10/27/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
4,10/28/12 4:58 AM,20.58,18.05,381.85,425.2,351.19
5,10/28/12 5:58 AM,19.94,16.84,503.62,571.28,448.21
6,10/28/12 6:28 AM,19.3,16.11,125.68,145.92,112.15
10,10/28/12 10:58 AM,25.15,36.51,128.58,144.62,108.27
11,10/28/12 11:57 AM,25.27,34.23,11.18,12.42,8.67
12,10/28/12 12:57 PM,25.66,35.54,0.0,0.0,0.0
13,10/28/12 1:57 PM,26.57,37.88,0.0,0.0,0.0
14,10/28/12 2:57 PM,23.91,26.56,0.0,0.0,0.0
15,10/28/12 3:57 PM,23.29,25.24,0.0,0.0,0.0
16,10/28/12 4:57 PM,21.77,20.47,0.0,0.0,0.0
17,10/28/12 5:57 PM,20.65,18.36,0.0,0.0,0.0
18,10/28/12 6:57 PM,20.13,17.9,0.0,0.0,0.0
19,10/28/12 7:57 PM,20.14,18.7,2.18,2.84,1.98
20,10/28/12 8:57 PM,19.31,17.11,50.53,48.3,39.42
21,10/28/12 9:47 PM,18.68,16.73,132.81,136.0,103.8
22,10/28/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
23,10/28/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
24,10/28/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
1,10/28/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
2,10/28/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
3,10/28/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
4,10/29/12 4:57 AM,15.1,11.99,211.72,216.4,194.43
5,10/29/12 5:57 AM,15.1,12.14,365.54,417.81,342.29
6,10/29/12 6:57 AM,15.4,13.04,640.31,733.31,573.51
7,10/29/12 7:57 AM,15.36,13.79,593.27,685.54,538.15
8,10/29/12 8:57 AM,15.93,16.29,551.38,616.23,494.47
9,10/29/12 9:57 AM,17.45,21.27,258.85,311.75,223.86
10,10/29/12 10:57 AM,18.86,25.78,105.41,120.28,87.09
11,10/29/12 11:57 AM,19.35,31.15,18.22,23.31,16.04
12,10/29/12 12:57 PM,19.19,30.36,0.0,0.0,0.0
13,10/29/12 1:57 PM,19.48,29.24,0.0,0.0,0.0
14,10/29/12 2:57 PM,18.51,22.73,0.0,0.0,0.0
15,10/29/12 3:57 PM,17.86,18.68,0.0,0.0,0.0
16,10/29/12 4:57 PM,16.8,15.12,0.0,0.0,0.0
17,10/29/12 5:57 PM,14.12,12.68,0.0,0.0,0.0
18,10/29/12 6:57 PM,12.41,10.17,0.0,0.0,0.0
19,10/29/12 7:57 PM,11.96,9.29,11.26,31.05,11.31
20,10/29/12 8:57 PM,12.02,8.4,203.48,291.78,158.44
21,10/29/12 9:47 PM,12.18,9.06,384.81,513.61,353.22
22,10/29/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
23,10/29/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
24,10/29/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
1,10/29/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
2,10/29/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
3,10/29/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
4,10/30/12 4:57 AM,8.25,2.95,541.79,685.44,502.87
5,10/30/12 5:57 AM,7.63,1.9,642.42,785.37,581.01
6,10/30/12 6:57 AM,7.43,1.6,675.67,803.59,605.12
7,10/30/12 7:57 AM,10.39,8.74,644.93,759.22,570.34
8,10/30/12 8:57 AM,13.39,19.36,546.5,640.28,485.38
9,10/30/12 9:57 AM,15.23,25.52,384.6,450.68,333.89
10,10/30/12 10:57 AM,16.1,28.99,163.83,211.84,136.38
11,10/30/12 11:57 AM,17.0,31.93,12.59,28.24,12.49
12,10/30/12 12:57 PM,17.7,31.71,0.0,0.0,0.0
13,10/30/12 1:57 PM,18.08,28.66,0.0,0.0,0.0
14,10/30/12 2:57 PM,17.86,24.32,0.0,0.0,0.0
15,10/30/12 3:57 PM,16.31,17.79,0.0,0.0,0.0
16,10/30/12 4:57 PM,14.18,11.11,0.0,0.0,0.0
17,10/30/12 5:57 PM,12.61,7.97,0.0,0.0,0.0
18,10/30/12 6:57 PM,11.33,6.6,0.0,0.0,0.0
19,10/30/12 7:57 PM,11.97,8.46,8.73,9.12,4.95
20,10/30/12 8:57 PM,12.65,9.86,51.95,53.32,41.48
21,10/30/12 9:47 PM,12.73,9.9,78.97,78.19,62.26
22,10/30/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
23,10/30/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
24,10/30/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
1,10/30/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
2,10/30/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
3,10/30/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
4,10/31/12 4:57 AM,12.55,9.7,210.08,216.77,185.86
5,10/31/12 5:57 AM,12.58,9.32,262.81,266.05,235.42
6,10/31/12 6:57 AM,13.3,10.7,205.64,208.21,190.81
7,10/31/12 7:57 AM,14.45,13.07,199.34,197.09,183.74
8,10/31/12 8:57 AM,16.12,15.99,151.99,151.97,139.85
9,10/31/12 9:57 AM,18.06,21.65,107.74,108.47,97.07
10,10/31/12 10:57 AM,19.67,25.36,39.18,40.34,33.99
11,10/31/12 11:57 AM,19.92,24.3,1.54,2.17,2.32
12,10/31/12 12:57 PM,19.86,23.25,0.0,0.0,0.0
13,10/31/12 1:57 PM,19.73,22.34,0.0,0.0,0.0
14,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
15,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
16,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
17,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
18,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
19,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
20,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
21,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
22,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
23,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
24,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
1,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
2,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
3,10/31/12 1:57 PM,0.0,0.0,0.0,0.0,0.0
4,11/1/12 4:57 AM,19.77,18.28,0.0,0.0,0.0
5,11/1/12 5:57 AM,18.68,17.47,0.0,0.0,0.0
6,11/1/12 6:57 AM,18.72,17.77,5.31,5.68,2.91
7,11/1/12 7:57 AM,18.75,17.64,61.32,63.63,46.44
8,11/1/12 8:57 AM,19.21,19.56,183.25,217.78,155.39
9,11/1/12 9:57 AM,21.77,33.72,505.08,649.58,465.79
10,11/1/12 10:57 AM,22.73,35.91,612.51,746.16,557.94
11,11/1/12 11:57 AM,23.09,36.36,641.37,767.07,579.25
12,11/1/12 12:57 PM,23.23,35.6,609.95,717.7,548.99
13,11/1/12 1:57 PM,23.47,34.87,514.69,604.81,464.22
14,11/1/12 2:57 PM,23.0,30.17,359.39,423.1,312.69
15,11/1/12 3:57 PM,21.38,23.07,136.1,168.25,112.11
16,11/1/12 4:57 PM,19.73,17.17,10.49,19.21,9.37
17,11/1/12 5:57 PM,18.28,14.51,0.0,0.0,0.0
18,11/1/12 6:07 PM,17.73,13.6,0.0,0.0,0.0
22,11/1/12 6:07 PM,0.0,0.0,0.0,0.0,0.0
23,11/1/12 6:07 PM,0.0,0.0,0.0,0.0,0.0
24,11/1/12 6:07 PM,0.0,0.0,0.0,0.0,0.0
1,11/1/12 6:07 PM,0.0,0.0,0.0,0.0,0.0
2,11/1/12 6:07 PM,0.0,0.0,0.0,0.0,0.0
3,11/1/12 6:07 PM,0.0,0.0,0.0,0.0,0.0
4,11/2/12 4:50 AM,14.11,11.23,0.0,0.0,0.0
5,11/2/12 5:50 AM,13.27,9.63,0.0,0.0,0.0
6,11/2/12 6:50 AM,12.42,7.94,10.62,17.54,7.73
7,11/2/12 7:50 AM,14.73,13.1,167.16,233.47,132.01
8,11/2/12 8:50 AM,18.81,26.1,339.74,457.52,319.9
9,11/2/12 9:50 AM,21.1,32.9,489.05,629.59,459.43
10,11/2/12 10:50 AM,22.03,38.25,587.35,728.54,523.93
11,11/2/12 11:50 AM,22.81,39.99,628.57,753.63,564.62
12,11/2/12 12:50 PM,22.93,38.18,575.1,686.76,505.44
13,11/2/12 1:50 PM,23.19,37.08,501.01,582.01,448.47
14,11/2/12 2:50 PM,22.75,31.72,351.17,410.8,304.02
15,11/2/12 3:50 PM,21.67,25.19,151.68,201.26,127.95
16,11/2/12 4:50 PM,19.6,17.33,11.25,28.32,12.91
17,11/2/12 5:50 PM,17.14,13.14,0.0,0.0,0.0
18,11/2/12 6:50 PM,15.76,11.25,0.0,0.0,0.0
19,11/2/12 7:50 PM,15.0,10.85,0.0,0.0,0.0
20,11/2/12 8:50 PM,14.43,10.54,0.0,0.0,0.0
21,11/2/12 9:40 PM,13.97,9.72,0.0,0.0,0.0
22,11/2/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,11/2/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,11/2/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,11/2/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,11/2/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,11/2/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,11/3/12 4:50 AM,11.82,6.87,0.0,0.0,0.0
5,11/3/12 5:50 AM,11.02,6.37,0.0,0.0,0.0
6,11/3/12 6:50 AM,10.53,5.82,9.29,14.45,7.25
7,11/3/12 7:50 AM,12.45,10.79,152.36,212.21,132.08
8,11/3/12 8:50 AM,16.71,24.46,349.72,441.82,315.41
9,11/3/12 9:50 AM,19.05,27.33,445.23,552.58,409.39
10,11/3/12 10:50 AM,20.65,33.9,506.56,606.74,460.16
11,11/3/12 11:50 AM,21.6,35.94,557.47,664.1,490.26
12,11/3/12 12:50 PM,22.78,40.94,568.58,667.55,502.65
13,11/3/12 1:50 PM,23.29,38.07,452.8,523.84,396.53
14,11/3/12 2:50 PM,22.91,31.84,309.62,352.16,273.33
15,11/3/12 3:50 PM,22.68,28.7,189.19,214.12,164.23
16,11/3/12 4:50 PM,22.68,28.7,189.19,214.12,164.23
17,11/3/12 5:50 PM,22.68,28.7,189.19,214.12,164.23
18,11/3/12 6:50 PM,22.68,28.7,189.19,214.12,164.23
19,11/3/12 7:50 PM,22.68,28.7,189.19,214.12,164.23
20,11/3/12 8:50 PM,22.68,28.7,189.19,214.12,164.23
21,11/3/12 9:40 PM,22.68,28.7,189.19,214.12,164.23
22,11/3/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,11/3/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,11/3/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,11/3/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,11/3/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,11/3/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,11/4/12 4:50 AM,22.68,28.7,189.19,214.12,164.23
5,11/4/12 5:50 AM,22.68,28.7,189.19,214.12,164.23
6,11/4/12 6:50 AM,22.68,28.7,189.19,214.12,164.23
7,11/4/12 7:50 AM,22.68,28.7,189.19,214.12,164.23
8,11/4/12 8:50 AM,22.68,28.7,189.19,214.12,164.23
9,11/4/12 9:50 AM,22.68,28.7,189.19,214.12,164.23
10,11/4/12 10:50 AM,22.68,28.7,189.19,214.12,164.23
11,11/4/12 11:50 AM,22.68,28.7,189.19,214.12,164.23
12,11/4/12 12:50 PM,22.68,28.7,189.19,214.12,164.23
13,11/4/12 1:50 PM,22.68,28.7,189.19,214.12,164.23
14,11/4/12 2:50 PM,22.68,28.7,189.19,214.12,164.23
15,11/4/12 3:50 PM,22.68,28.7,189.19,214.12,164.23
16,11/4/12 4:50 PM,22.68,28.7,189.19,214.12,164.23
17,11/4/12 5:50 PM,22.68,28.7,189.19,214.12,164.23
18,11/4/12 6:50 PM,22.68,28.7,189.19,214.12,164.23
19,11/4/12 7:50 PM,22.68,28.7,189.19,214.12,164.23
20,11/4/12 8:50 PM,22.68,28.7,189.19,214.12,164.23
21,11/4/12 9:40 PM,22.68,28.7,189.19,214.12,164.23
22,11/4/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,11/4/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,11/4/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,11/4/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,11/4/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,11/4/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,11/5/12 4:50 AM,22.68,28.7,189.19,214.12,164.23
5,11/5/12 5:50 AM,22.68,28.7,189.19,214.12,164.23
6,11/5/12 6:50 AM,22.68,28.7,189.19,214.12,164.23
7,11/5/12 7:50 AM,22.68,28.7,189.19,214.12,164.23
8,11/5/12 8:50 AM,22.68,28.7,189.19,214.12,164.23
9,11/5/12 9:50 AM,22.68,28.7,189.19,214.12,164.23
10,11/5/12 10:50 AM,22.68,28.7,189.19,214.12,164.23
11,11/5/12 11:50 AM,22.68,28.7,189.19,214.12,164.23
12,11/5/12 12:50 PM,22.68,28.7,189.19,214.12,164.23
13,11/5/12 1:50 PM,22.68,28.7,189.19,214.12,164.23
14,11/5/12 2:50 PM,22.68,28.7,189.19,214.12,164.23
15,11/5/12 3:50 PM,22.53,27.48,148.76,168.21,128.78
16,11/5/12 4:50 PM,21.48,20.68,5.49,6.62,4.09
17,11/5/12 5:50 PM,21.25,19.69,0.0,0.0,0.0
18,11/5/12 6:50 PM,21.52,19.68,0.0,0.0,0.0
19,11/5/12 7:50 PM,22.33,20.34,0.0,0.0,0.0
20,11/5/12 8:50 PM,21.71,19.36,0.0,0.0,0.0
21,11/5/12 9:50 PM,21.97,19.85,0.0,0.0,0.0
22,11/5/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
23,11/5/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
24,11/5/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
1,11/5/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
2,11/5/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
3,11/5/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
4,11/6/12 4:50 AM,16.36,12.09,0.0,0.0,0.0
5,11/6/12 5:50 AM,15.04,10.44,0.0,0.0,0.0
6,11/6/12 6:50 AM,14.57,10.19,14.58,14.41,8.77
7,11/6/12 7:50 AM,16.05,13.35,125.66,171.64,95.49
8,11/6/12 8:50 AM,17.65,19.72,208.35,259.85,193.25
9,11/6/12 9:50 AM,19.77,28.52,390.89,462.72,355.85
10,11/6/12 10:50 AM,20.64,27.07,297.64,326.38,261.99
11,11/6/12 11:50 AM,21.09,27.97,292.4,314.52,258.26
12,11/6/12 12:50 PM,20.97,25.99,262.47,277.14,228.61
13,11/6/12 1:50 PM,20.91,25.23,258.5,279.03,231.43
14,11/6/12 2:50 PM,20.53,23.09,179.01,187.34,154.31
15,11/6/12 3:50 PM,20.15,21.43,113.87,122.41,96.45
16,11/6/12 4:50 PM,18.6,16.92,12.91,14.47,11.03
17,11/6/12 5:50 PM,16.5,12.96,0.0,0.0,0.0
18,11/6/12 6:50 PM,15.42,12.0,0.0,0.0,0.0
19,11/6/12 7:50 PM,14.8,11.2,0.0,0.0,0.0
20,11/6/12 8:50 PM,15.32,12.61,0.0,0.0,0.0
21,11/6/12 9:40 PM,15.08,12.03,0.0,0.0,0.0
22,11/6/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,11/6/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,11/6/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,11/6/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,11/6/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,11/6/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,11/7/12 4:50 AM,14.55,12.3,0.0,0.0,0.0
5,11/7/12 5:50 AM,14.42,12.11,0.0,0.0,0.0
6,11/7/12 6:50 AM,14.84,11.88,2.48,2.86,1.34
7,11/7/12 7:50 AM,15.5,13.92,48.76,49.8,37.75
8,11/7/12 8:50 AM,16.61,18.13,133.2,135.55,110.23
9,11/7/12 9:50 AM,17.81,22.4,255.2,287.05,229.12
10,11/7/12 10:50 AM,17.94,20.33,237.19,255.42,213.43
11,11/7/12 11:50 AM,18.47,21.82,216.67,223.36,198.03
12,11/7/12 12:50 PM,18.85,23.4,256.71,262.48,227.26
13,11/7/12 1:50 PM,18.5,21.07,186.86,187.58,163.07
14,11/7/12 2:50 PM,18.64,20.85,237.03,264.69,201.34
15,11/7/12 3:50 PM,16.83,15.85,35.38,40.11,24.04
16,11/7/12 4:50 PM,15.5,13.85,8.14,12.45,6.12
17,11/7/12 5:50 PM,14.66,12.3,0.0,0.0,0.0
18,11/7/12 6:50 PM,14.18,11.23,0.0,0.0,0.0
19,11/7/12 7:50 PM,13.85,10.79,0.0,0.0,0.0
20,11/7/12 8:50 PM,13.4,10.55,0.0,0.0,0.0
21,11/7/12 9:40 PM,12.81,9.65,0.0,0.0,0.0
22,11/7/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,11/7/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,11/7/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,11/7/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,11/7/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,11/7/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,11/8/12 4:50 AM,13.14,10.59,0.0,0.0,0.0
5,11/8/12 5:50 AM,12.79,9.99,0.0,0.0,0.0
6,11/8/12 6:50 AM,11.77,7.76,7.59,6.98,5.21
7,11/8/12 7:50 AM,11.59,10.3,152.45,229.84,108.96
8,11/8/12 8:50 AM,14.66,20.74,329.34,457.66,300.5
9,11/8/12 9:50 AM,16.64,22.5,484.65,634.54,457.03
10,11/8/12 10:50 AM,17.35,25.34,588.93,736.66,541.6
11,11/8/12 11:50 AM,17.82,25.91,627.65,760.99,569.52
12,11/8/12 12:50 PM,17.88,25.6,599.2,718.38,541.5
13,11/8/12 1:50 PM,17.72,24.39,507.45,604.2,55.96
14,11/8/12 2:50 PM,17.32,21.26,347.77,423.9,184.38
15,11/8/12 3:50 PM,16.32,17.0,143.23,200.44,114.4
16,11/8/12 4:50 PM,15.02,12.31,6.61,25.83,8.02
17,11/8/12 5:50 PM,13.74,8.49,0.0,0.0,0.0
18,11/8/12 6:50 PM,12.14,6.75,0.0,0.0,0.0
19,11/8/12 7:50 PM,11.02,5.22,0.0,0.0,0.0
20,11/8/12 8:50 PM,10.01,4.42,0.0,0.0,0.0
21,11/8/12 9:40 PM,9.19,3.62,0.0,0.0,0.0
22,11/8/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,11/8/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,11/8/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,11/8/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,11/8/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,11/8/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,11/9/12 4:50 AM,6.89,1.84,0.0,0.0,0.0
5,11/9/12 5:50 AM,6.87,1.79,0.0,0.0,0.0
6,11/9/12 6:50 AM,6.41,1.33,7.34,5.96,3.98
7,11/9/12 7:50 AM,8.45,5.7,128.59,185.58,104.36
8,11/9/12 8:50 AM,12.2,17.03,318.07,418.42,292.77
9,11/9/12 9:50 AM,15.63,23.8,467.53,602.42,437.15
10,11/9/12 10:50 AM,17.79,30.95,561.65,702.23,508.15
11,11/9/12 11:52 AM,18.73,33.16,589.36,713.82,527.55
12,11/9/12 12:53 PM,20.06,31.48,602.38,697.99,530.0
13,11/9/12 1:53 PM,18.94,24.42,382.7,485.7,337.22
14,11/9/12 2:53 PM,18.41,21.34,289.75,356.61,246.32
15,11/9/12 3:53 PM,17.19,17.98,132.15,175.11,106.08
16,11/9/12 4:53 PM,15.59,12.56,5.94,19.16,6.67
17,11/9/12 5:53 PM,14.36,10.01,0.0,0.0,0.0
18,11/9/12 6:53 PM,13.55,8.9,0.0,0.0,0.0
19,11/9/12 7:53 PM,12.41,7.59,0.0,0.0,0.0
20,11/9/12 8:53 PM,11.37,5.98,0.0,0.0,0.0
21,11/9/12 9:53 PM,11.17,5.77,0.0,0.0,0.0
22,11/9/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
23,11/9/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
24,11/9/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
1,11/9/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
2,11/9/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
3,11/9/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
4,11/10/12 4:53 AM,8.87,3.88,0.0,0.0,0.0
5,11/10/12 5:53 AM,8.3,3.29,0.0,0.0,0.0
6,11/10/12 6:53 AM,8.83,3.89,6.45,6.87,3.78
7,11/10/12 7:53 AM,10.66,8.77,154.06,202.72,98.17
8,11/10/12 8:53 AM,14.11,18.57,298.35,459.73,295.91
9,11/10/12 9:53 AM,16.96,23.06,446.6,608.41,438.27
10,11/10/12 10:53 AM,18.71,30.29,530.02,718.37,496.72
11,11/10/12 11:53 AM,19.4,31.93,606.97,728.24,545.34
12,11/10/12 12:53 PM,19.95,32.59,566.87,677.17,505.27
13,11/10/12 1:53 PM,20.05,29.93,439.72,520.53,394.55
14,11/10/12 2:53 PM,19.74,25.87,279.22,336.04,238.51
15,11/10/12 3:53 PM,17.99,18.06,92.44,113.78,75.71
16,11/10/12 4:53 PM,15.86,12.85,14.02,20.54,12.46
17,11/10/12 5:53 PM,14.03,8.66,0.0,0.0,0.0
18,11/10/12 6:53 PM,12.39,7.31,0.0,0.0,0.0
19,11/10/12 7:53 PM,11.55,6.49,0.0,0.0,0.0
20,11/10/12 8:53 PM,10.78,5.4,0.0,0.0,0.0
21,11/10/12 9:43 PM,10.66,5.52,0.0,0.0,0.0
22,11/10/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
23,11/10/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
24,11/10/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
1,11/10/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
2,11/10/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
3,11/10/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
4,11/11/12 4:53 AM,14.03,10.58,0.0,0.0,0.0
5,11/11/12 5:53 AM,13.54,10.03,0.0,0.0,0.0
6,11/11/12 6:53 AM,13.87,10.52,10.25,10.58,5.6
7,11/11/12 7:53 AM,15.71,13.53,122.79,179.01,84.2
8,11/11/12 8:53 AM,18.28,21.22,336.63,448.4,289.3
9,11/11/12 9:53 AM,20.32,27.85,377.2,454.19,350.44
10,11/11/12 10:53 AM,20.58,26.13,272.07,296.28,249.87
11,11/11/12 11:53 AM,20.48,23.9,220.83,226.56,194.51
12,11/11/12 12:53 PM,21.01,25.2,254.2,262.96,225.79
13,11/11/12 1:53 PM,21.06,24.84,252.53,265.44,220.53
14,11/11/12 2:53 PM,20.98,25.69,296.16,342.58,258.32
15,11/11/12 3:53 PM,19.53,20.28,80.27,94.26,68.26
16,11/11/12 4:53 PM,18.01,16.06,7.18,8.33,5.11
17,11/11/12 5:53 PM,17.5,15.15,0.0,0.0,0.0
18,11/11/12 6:53 PM,17.34,14.7,0.0,0.0,0.0
19,11/11/12 7:53 PM,17.08,14.33,0.0,0.0,0.0
20,11/11/12 8:53 PM,16.63,13.69,0.0,0.0,0.0
21,11/11/12 9:43 PM,16.79,14.37,0.0,0.0,0.0
22,11/11/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
23,11/11/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
24,11/11/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
1,11/11/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
2,11/11/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
